"RegionName","City","State","Metro","CountyName","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"West Anaheim","Anaheim","CA","Los Angeles","Orange",5.3333333333333,4.7631578947368,5,6.3438770100724,6.6666666666666,6.3438770100724,6.4988009592326,6.9930069930069,6.9444444444444,6.9930069930069,8,7.0796460176991,5.4054054054054,5.420054200542,7.3239436619718,7.2568940493468,6.6815144766146,6.2519537355423,6.25,6.6666666666666,8.5714285714285,5.8837373499646,6.0504201680672,4.9180327868852,4.7619047619047,4.7619047619047,4.5558086560364,4.9514563106796,5.7024023273256,5.2380952380952,4.9514563106796,5.1295203898435,3.0778701138811,2.2732439190725,2.1786492374727,,,4.9743589743589,4.6224961479198,4.6511627906976,4.1808361672334,4.5558086560364,4.1592920353982,3.9292730844793,3.9238315060588,3.3412887828162,3.7626628075253,3.9650782102582,3.5335689045936,3.5335689045936,4.7675804529201,4.0080160320641,4.0080160320641,2.8579594169762,3.3344448149383,4.040404040404,4.4776119402985,4.25
"Forest Hills","New York","NY","New York","Queens",9.1428571428571,5.8910162002945,5.5825242718446,5.3846153846153,5.7306590257879,5.4054054054054,6.269592476489,6.5822784810126,7.1942446043165,7.1052631578947,7.9263410728582,6.7622377622377,7.1048327137546,6.5656565656565,5.7803468208092,6.0100166944908,5.8910162002945,5.7803468208092,5.5555555555555,5.2966101694915,4.7694753577106,4.7694753577106,4.5662100456621,4.3668122270742,3.8535645472061,4.3289719626168,3.3407572383073,4.3668122270742,4.2056074766355,4.2918454935622,3.8535645472061,3.2432432432432,3.454231433506,3.454231433506,4.5495905368516,4.3668122270742,3.8610038610038,4.375,4.5977011494252,4.2643923240938,4.1152263374485,3.7940379403794,4.5698924731182,5.0100200400801,5.1724137931034,5.2076794418628,6.6844919786096,4.18410041841,5.518018018018,4.18410041841,3.7174721189591,4.390243902439,4.0160642570281,4.0080160320641,4.18410041841,3.9215686274509,4.2735042735042,4.1684035014589
"East Village","New York","NY","New York","New York",,5.8823529411764,6.1732851985559,5.857740585774,6.7114093959731,6.4516129032258,6.8965517241379,5.889281507656,5.889281507656,3.9554444191861,5.2770448548812,4.8,4.8,4.5685279187817,4.0310077519379,4.2089985486211,4.8275862068965,5.2554744525547,5.0420168067226,5,6.8817204301075,5.5263157894736,5.3452115812917,5.8997050147492,4.9523809523809,6.0092449922958,5.3333333333333,4.4444444444444,4.0066777963272,4.8275862068965,5.3157894736842,3.4334763948497,3.3898305084745,3.4334763948497,4.8571428571428,,,5.7142857142857,3.2258064516129,4.5588235294117,4.0080160320641,4.0816326530612,4.0816326530612,5.1724137931034,,5.1282051282051,5.1282051282051,7.7120822622107,7.7120822622107,5.7971014492753,,6.6666666666666,5.5045871559633,6,5.4736842105263,5.6710775047258,6.2109212171738,5.6710775047258
"Eldridge - West Oaks","Houston","TX","Houston","Harris",,6.1936936936936,6.3291139240506,6.5741417092768,7.1111111111111,7.1479628305932,6.9808027923211,6.28125,6.3638181818181,5.6818181818181,5.4644808743169,5.3285968028419,4.8096192384769,4.6529055112746,5,4.5495905368516,4.5495905368516,4.6511627906976,4.6067938576081,5.4054784524115,5.8394160583941,5.6603773584905,6.1565857477031,4.7694753577106,4.5495905368516,4.6189376443418,4.590909090909,4.7619047619047,5.511811023622,5.2173913043478,5.7377049180327,5.7143183675335,4.384133611691,4.6699266503667,4.4520547945205,4.9056603773584,4.9056603773584,4.6511627906976,4.7058823529411,5,5.0421291962016,5.8181818181818,4.6716193656093,4.6153846153846,5.1282051282051,4.1860465116279,4.2553191489361,4.6593406593406,5.3377814845704,5.4048940805085,4.0080160320641,3.4129692832764,4.1379310344827,4.1484716157205,4.2145593869731,3.8461538461538,3.8461538461538,3.8461538461538
"Cordova-Appling","Memphis","TN","Memphis","Shelby",5.4078413699864,4.776119402985,5.4083288263926,5.5555555555555,6.2526052521884,6.2578222778473,6.5610859728506,6.5610859728506,6.6666666666666,6.0642813826561,6.4625850340136,7.1428571428571,6.2578222778473,5.8823529411764,6.6711140760507,5.889281507656,6.0589216231239,6.8571428571428,6.1403508771929,6.5591791865152,6.758448060075,6.8,6.692607003891,6.6666666666666,7.0542635658914,6.7226890756302,6.253908692933,5.7329742208541,5.8381984987489,5.8252427184466,6,6.2068965517241,6.1016949152542,5.7424118129614,5.8858151854031,5.9090909090909,6.4516129032258,5.9171597633136,5.4237288135593,5,4.7732696897374,4.7936507936507,4.3478260869565,5.0025012506253,5.1308363263211,4.9330514446793,4.617752693689,5.4083288263926,5.126050420168,4.7856656838285,3.5739814152966,4.2887776983559,4.5197740112994,5.0251256281407,4.8253968253968,4.2408821034775,4.1666666666666,4.1666666666666
"Blossom Valley","San Jose","CA","San Jose","Santa Clara",11.1111111111111,10.5263157894736,8.8983050847457,7.3173170731707,7.2727272727272,6.9767441860465,7.0100143061516,7.380410022779,7.6086956521739,7.6998845709888,7.4468085106382,7.4101519081141,7.6305220883534,5.8740268931351,5.8490566037735,6.2578125,6.2960623289113,6.0624431645953,6.3926940639269,5.5357142857142,5.3763440860215,5.697445972495,5.0179211469534,4.9079754601226,5.2659294365455,5.0395778364116,5.8835065699156,5.8823529411764,5.961580922941,5.8910162002945,6.0356652949245,4.000400040004,4.000400040004,,,,,3.7546933667083,2.1916092673763,2.7816411682892,3.3670033670033,3.8510911424903,5.3056523715714,5.2554744525547,4.4303797468354,4.0677966101694,3.4551724137931,4.2857265306472,4.6215929203539,4.3507972665148,3.3333333333333,3.22650032265,3.1746031746031,3.347978910369,3.1662269129287,3.4162339437004,3.1001589825119,4.1402739726027
"Jackson Heights","New York","NY","New York","Queens",,5.9495478343645,5.9495478343645,5.9171597633136,6.3548494983277,6.1699228791773,7.0796460176991,8.1803005008347,7.8571428571428,8.3333333333333,9.0911688311688,8.347245409015,6.8085106382978,7.4349442379182,7.7519379844961,7.9993866625777,7.7519379844961,6.5213327014465,5.8201058201058,6.2893081761006,6.250019531311,7.0093457943925,6.250019531311,7.5187969924812,8.7422174840085,4.0066777963272,3.076923076923,2.9220937606712,3.076923076923,4.3668122270742,5.2336130799911,5.8181818181818,5.8181818181818,6,7.1111111111111,5.379746835443,5.379746835443,3.5087719298245,3.5087719298245,5.2208835341365,,5.2208835341365,3.5483870967741,3.3444816053511,4.9230769230769,5.5555555555555,3.7735849056603,4.1666666666666,3.584229390681,5.7142857142857,6.2893081761006,5.8858151854031,4.4386489734345,5.8858151854031,5.9490084985835,5.9490084985835,5.420054200542,5.420054200542
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake",4.1041041041041,3.7018509254627,3.7018509254627,4.1322314049586,4.4019564250778,4.1983657368272,4.546487838145,4.5454545454545,4.626951995373,4.6554934823091,4.4444444444444,4.2075736325385,3.8476337052712,3.5529411764705,3.6381818181818,3.6363636363636,3.7333333333333,4,4.0160642570281,4.004004004004,4.3177892918825,3.7906137184115,3.6363636363636,3.387133439418,3.4482758620689,3.6294896030245,3.7037037037037,3.4482758620689,4.0016006402561,3.7735849056603,3.7098791162984,4.0032025620496,3.8130050019238,3.8130050019238,3.570219966159,3.4977264777894,3.076923076923,2.7567567567567,2.7567567567567,3.3340742387197,3.2039328699779,3.11986863711,3.2710280373831,3.2679738562091,3.3040315247044,3.2266666666666,3.4299516908212,2.7777777777777,2.2727272727272,2.4396194193705,2.5380710659898,2.6946511175316,2.8585040495474,3.030303030303,3.5000175000875,3.3877038895859,2.8629856850715,2.7567567567567
"Far Rockaway","New York","NY","New York","Queens",,8.3368070029178,8.338296605122,8.4889643463497,11.8983957219251,14.2857142857142,10.8928571428571,12.5000520835503,8.695652173913,10.1010101010101,10.8928571428571,10.7334525939177,10.3806228373702,10.3806228373702,9.5890410958904,8.2191780821917,7.1163189482709,13.1274131274131,13.1274131274131,13.1274131274131,15,9.5238095238095,10,10,10,9.5693779904306,9.5693779904306,5.0251256281407,6.8767908309455,6.8767908309455,9.8798397863818,10.7695384615384,11.4285714285714,16.6666666666666,16.6666666666666,16.6666666666666,12.5,13.3333333333333,12.5,8.3565459610027,5.7971014492753,6.6826280623608,6.9930069930069,7.4349442379182,8.8825214899713,6.5625,6.5625,6.3636363636363,4.8096192384769,4.8899755501222,,,7.2681704260651,8.5454702329594,8.110300081103,7.563025210084,8.0032012805122,8.4705882352941
"Ridgewood","New York","NY","New York","Queens",,8.8495575221238,7.9155672823218,7.9155672823218,8.3431952662721,7.5187969924812,7.5187969924812,8.9086859688195,7.5187969924812,6.9930069930069,9.3240093240093,8.9086859688195,7.415519399249,5.5,6.3097514340344,5.8490566037735,9.1780114722753,7.5187969924812,9.1780114722753,9.090909090909,9.4707520891364,,5.1490514905149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Rogers Park","Chicago","IL","Chicago","Cook",13.8408304498269,10.5208333333333,10.7219442458899,11.224456855086,12.3234624145785,11.8823529411764,11.4703618167821,12.6582278481012,13.0434782608695,14.2367066895368,14.2367066895368,11.8823529411764,11.316165951359,10.2669404517453,10,10,10,9.5735422106179,9.0922867101075,8.8191330343796,10,10.4776119402985,11.7733627667402,11.7647058823529,13.2755170113408,10.6504646175839,9.5477386934673,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.5555555555555,10.5318588730911,10.5263157894736,8.3333333333333,9.6987951807228,8.6274509803921,8.1481481481481,7.4039710521432,7.355104442483,6.6989787086723,7.7519379844961,7.9716835949522,7.7120822622107,6.5194805194805,6.7599067599067,7.2639225181598,6.0344827586206,5.7306590257879,4.6710782405605,5.6639395846444,6.6666666666666,6.2519537355423,6.6711140760507,6.6889632107023,6.8511921074266,6.6889632107023
"Reseda","Los Angeles","CA","Los Angeles","Los Angeles",4.7835990888382,5.5299156064995,7.0945945945945,8.8297872340425,8.695652173913,7.9795396419437,8.3402835696413,8.8785046728971,9.4545454545454,8.5959885386819,7.6952674105425,7.6628352490421,7.1428571428571,7.020007020007,6.774193548387,6.774193548387,7.1003717472118,6.8458781362007,6.680890785438,6.9333333333333,7.2520144484579,6.9333333333333,6.1913696060037,6.7796610169491,7.5368276807125,7.1139240506329,6.5573770491803,6.5573770491803,6.3712374581939,5.9183673469387,5.1948051948051,5.4794520547945,4.009808019616,4.9726775956284,5.4878048780487,5.0125313283208,5.1451566542109,4.7630388187663,7.5000937511718,4.0011431837667,,5.8825882352941,4.828418692878,5.2642661612971,5.3684210526315,5.3684210526315,5.3684210526315,4.5523520485584,2.5061124694376,3.8846153846153,4.0385327899221,4.0385327899221,4.0385327899221,4.5977011494252,4.5462811420258,4.7016274864376,5.1160405180151,4.8788582807832
"Mira Mesa","San Diego","CA","San Diego","San Diego",,5.3191489361702,5.5555555555555,5.8858151854031,6.4516129032258,7.2190700496021,7,6.9722222222222,6.9930069930069,6.0481927710843,6.1624649859943,5.7306590257879,5.4809536859413,5.0119331742243,5.4054054054054,5.3846153846153,5.2770448548812,5.7142857142857,5.7339449541284,5.7142857142857,5.6338028169014,5.5586436909394,5.8840835539864,5.3452115812917,5.0741839762611,5.079365079365,5.3928571428571,5.2275291462955,5.2275291462955,6.774193548387,7.5187969924812,6.4630605441445,5.7142857142857,5.2380952380952,5.2631578947368,4.1473530129299,3.7530266343825,9.7674418604651,9.7674418604651,7.168458781362,4.6620046620046,4.4543429844097,4.2538975501113,3.9285714285714,4.4117647058823,4.7645502645502,4.6511627906976,5.5183946488294,3.8610038610038,4.3142857142857,1.9646365422396,3.4608378870673,3.7940379403794,3.0934213239843,3.1683168316831,3.4482758620689,4.8780487804878,4.507868765004
"East Elmhurst","New York","NY","New York","Queens",,7.6923076923076,7.0351758793969,7.4211502782931,6.9930069930069,5.5944055944055,5.5944055944055,6.9529652351738,8.034188034188,7.6190476190476,8.034188034188,6.9037656903765,6.2893081761006,6.4748201438848,5.6710775047258,5.8426966292134,4.4444543210096,4.7906976744186,6.0120240480961,6.0120240480961,6.2597809076682,6.0120240480961,5.5710306406685,4.9180327868852,4.0080160320641,4.0724946695095,4.0724946695095,4.0080160320641,3.6429872495446,3.6429872495446,3.5087719298245,4.5454545454545,4.2661767707695,4.4444444444444,4.5871559633027,4.2661767707695,4.4444444444444,4.4444444444444,4.8,5.2096177558569,4.5454545454545,4.0492227979274,3.5714285714285,,,4.8096192384769,6.4272211720226,6.4272211720226,,6.7114093959731,,3.6429872495446,4.7714285714285,5.181347150259,5.5865921787709,5.5865921787709,5,4.7620952380952
"Midtown","Memphis","TN","Memphis","Shelby",,8.5427135678391,7.6982294072363,8.1621621621621,8.347245409015,8.0500894454382,8.1621621621621,9.0991810737033,9.0964220739842,9.5454545454545,9.5795635976583,8.5,7.0588235294117,8.1801441152922,6.7924528301886,6.5868263473053,6.7924528301886,7.1448985424406,8.1337550835969,7.8988941548183,7.3583517292126,8.0307692307692,7.358390682901,8.3673469387755,8.2823790994997,6.8817204301075,6.9069069069069,7.1428571428571,8.6317722681359,8.0032012805122,8.5211267605633,9.090909090909,9.1818181818181,9.0964220739842,8.695652173913,6.8927181767648,5.8858151854031,6.253908692933,6.8354430379746,7.1942446043165,7.7041602465331,7.2715143428952,8.6274509803921,7.4128984432913,7.051282051282,7.070707070707,7.0351758793969,7.5268817204301,6.985294117647,7.1479628305932,4.9762440610152,5.0632911392405,5.8858151854031,6.5264684554024,7.1479628305932,6.7114093959731,9.2727272727272,10
"Cambrian Park","San Jose","CA","San Jose","Santa Clara",,6.8441064638783,5.7861635220125,6.269592476489,5.9790732436472,5.4540605414055,5.2173913043478,5.7835820895522,6.5934065934065,6.2515628907226,6.875,6.1272301315552,5.6991869918699,5.51968503937,5.8823529411764,4.8809523809523,5.4057706601797,5.4537797431038,5.6375514154367,5.1851851851851,5.4054054054054,4.6224961479198,5.3030303030303,5.1733057423693,4.7630388187663,5.5561852565512,5.8267716535433,3.6345448482827,3.6897338403041,3.8464142188086,3.9697542533081,3.8510911424903,3.7878787878787,4.2276422764227,4.8812265331664,,3.8339920948616,3.8339920948616,4.4585987261146,5.8966074313408,4.0174672489082,5.0270450751252,4.4,4.7392236246725,4.5454545454545,3.7502343896493,4.3072505384063,3.8527105352881,,,3.8510911424903,4.4994375703037,4.8936170212765,4.4493882091212,5.4511796797821,5.1898734177215,4.868154158215,3.3355570380253
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby",,11.4942528735632,10.0125156445556,9.891304347826,11.9496855345911,9.891304347826,9.0991810737033,9.5652173913043,9.2059838895281,10.650406504065,10,14.7058823529411,13.1304347826086,10,9.3896713615023,9.4488188976377,9.75,10,10,8.8788453127278,10.2651839178785,10.2156640181611,10.817610062893,10,8.9655172413793,9.7026604068857,10.828025477707,10.01001001001,11.012235817575,11.4649681528662,10.01001001001,10.1123595505617,10.01001001001,9.5220030349013,7.5382803297997,12.8205128205128,12.5,12.7184466019417,12.5,11.5473441108545,11.5473441108545,9.9997948549624,5.7142857142857,6.25,8.08,8.1081081081081,6.9848661233993,8.08,7.6923076923076,6.4057372067582,10,13.1521739130434,8.3333333333333,14.7667984189723,11.1851851851851,10.4285714285714,10.7142857142857,11.3642678521811
"Panorama City","Los Angeles","CA","Los Angeles","Los Angeles",13.3779264214046,9.2705167173252,7.9646017699115,6.6666666666666,6.6666666666666,8.9931034482758,9.4059668936465,10.3448275862068,9.090909090909,8.4745762711864,8.3665338645418,8.7719298245614,8.0032012805122,9.3959731543624,7.8988941548183,7.8988941548183,6.9688112939863,9.090909090909,8.5531914893617,8.7750087750087,7.1479628305932,7.4417009602194,6.6924973582247,6.25,6.0377358490566,6.2784349408553,9.090909090909,5.7142857142857,5,5.0025012506253,5.0025012506253,4.7619047619047,5.126582278481,7.1428775510787,7.1428775510787,,,,,,,,6.4937662337662,6.1176470588235,5.6603773584905,6.267469879518,6.267469879518,3.8610038610038,3.8554216867469,3.5087719298245,3.3613445378151,4.8433734939759,5.0125313283208,4.8387096774193,5.1992415939327,4.1444641799881,4.1444641799881,4.0080160320641
"Princess Anne","Virginia Beach","VA","Virginia Beach","Virginia Beach City",5.7306590257879,5.1682692307692,5.3674832962138,5.6603773584905,5.9058823529411,5.9411764705882,5.9523809523809,5.9058823529411,6,5.7142857142857,5.8176362727121,6.3965884861407,5.520563171545,5.3491124260355,4.7770700636942,4.7624717228241,4.7623809523809,4.3478260869565,4.572864321608,4.9450549450549,4.7936507936507,4.7650793650793,4.956798544793,4.4464206313917,4.8868481469334,4.5070422535211,4.2979942693409,4.1237113402061,4.2289258528333,4.3617446978791,4.7411918225315,4.5475216007276,4.3956043956043,3.7441860465116,3.5812672176308,3.5087719298245,2.9142857142857,3.6363636363636,3.6363636363636,3.5614245698279,3.8461538461538,3.3333333333333,3.7837837837837,3.7735849056603,3.8798677970972,3.731343283582,3.7185185185185,3.5175879396984,3.4494653328734,3.137789904502,2.4396194193705,3.125,3.258064516129,3.4883720930232,3.3555555555555,3.1067961165048,3,3.1076923076923
"Midwood","New York","NY","New York","Kings",,9.2592592592592,8.36820083682,8.347245409015,8.347245409015,5.5555555555555,5.4263565891472,6.7272727272727,6.7272727272727,7.4349442379182,7.4349442379182,7.537688442211,8.2901554404145,6.8,6.060606060606,6.5359477124183,8.36820083682,6.7532467532467,4.6451612903225,5.1724137931034,5.8910162002945,5.8910162002945,5.181347150259,8,10.0200400801603,6.9915254237288,5.1878354203935,4.0899795501022,4.9523809523809,4.9523809523809,6.1696658097686,6.1696658097686,3.9549152542372,6.6755674232309,4.0899795501022,7.7319587628865,7.7319587628865,,,3.338898163606,,,5.889281507656,6.7395264116575,5.5865921787709,5.2631578947368,4.5070422535211,,,7.7220077220077,,4.18410041841,4.4444444444444,4.4444444444444,3.3333333333333,4.5662100456621,4.5662100456621,4.0160642570281
"Central Southwest","Houston","TX","Houston","Harris",,8.3333333333333,7.4852817493692,7.9158316633266,8.7698646262507,9.1954022988505,9.1670486270261,8.5714285714285,9.1418181818181,9.6808510638297,10,9.7751879699248,9.1954022988505,8.3347222222222,9.1074681238615,9.9485420240137,7,10.3418803418803,8.8987764182424,8.6114101184068,8.2653061224489,7,8.000640051204,8.4210526315789,10,7.7054794520547,9.4186046511627,6.7910447761194,8.0542318276394,8.0542318276394,7.573812580231,7.1428571428571,9.2678405931417,8.5720408600614,8.348623853211,8.0276448697501,5.043264000461,5.889281507656,6,6.8393782383419,6.7796610169491,6.1176470588235,7.3679332715477,7.3679332715477,9.2727272727272,9.2727272727272,9.9242424242424,8.1803005008347,7.1530758226037,5.8823529411764,,6.25,6.25,6.7114093959731,5.7971014492753,5.9477124183006,8.2568807339449,5.3684210526315
"North Hills","Los Angeles","CA","Los Angeles","Los Angeles",6.2893081761006,7.0862859524802,7.4735868143019,7.8988941548183,7.6962544894817,7.7230769230769,7.1012805587892,7.5723830734966,9.1139240506329,9.1139240506329,9.1139240506329,9.4716981132075,7.8461538461538,7.0796460176991,7.8461538461538,7.2916666666666,7.1428571428571,7.294462063918,6.6686583726339,7.0100143061516,7.7071290944123,6.9333333333333,6.4536947402387,6.4536947402387,5.9058823529411,5.9865695099299,8.0032012805122,8.1632653061224,7.6982294072363,4.6511736073804,3.4891835310537,4.602510460251,7.2681704260651,5.3317535545023,3.6545454545454,2.5247563118907,2.5247563118907,4.2553191489361,4.546487838145,3.5295294117647,3.5295294117647,5.0942079553384,4.2424242424242,4.7809523809523,4.8676667886327,3.6545454545454,3.01,3.846893633391,3.5294117647058,3.8276553106212,3.5149384885764,4.000400040004,3.2133178474641,3.7105751391465,4.4234274283174,4.5977011494252,4.9773755656108,4.4888888888888
"South Dorchester","Boston","MA","Boston","Suffolk",,4.8,5.0125313283208,6.0024009603841,6.0024009603841,6.269592476489,6.9204152249134,8.4033613445378,8.36820083682,5.8858151854031,6.7825349724459,6.2377402903099,6.4119004873044,6.253908692933,5.5865921787709,5.2659294365455,4.8789048789048,4.7619047619047,5.490909090909,6.6688896298766,5.8997050147492,6.269592476489,5.9996239984959,5.1428571428571,5.9996239984959,5,4.2571306939123,5.5586436909394,5.3667262969588,4.9647887323943,4.6206896551724,4.4969083754918,4.657705532979,4.7936507936507,4.1684035014589,4.7936507936507,5.070707070707,4.0160642570281,4.18410041841,5.7971014492753,4.5475216007276,5.5710306406685,4.9849949983327,4.9523809523809,6.2519537355423,6.2847222222222,7.1454090746695,4.0160642570281,5.6710775047258,3.705075954057,3.7174721189591,3.7174721189591,4.2372881355932,5.2770448548812,4.1754280564734,4.4454323182929,4.6454767726161,6.6666666666666
"Roxbury","Boston","MA","Boston","Suffolk",,,4.8449111470113,5.0125313283208,6.7708333333333,8.0645161290322,7.8988941548183,8.646748681898,7.4128984432913,6.5656565656565,6.9013112491373,5.9845559845559,8.347245409015,12.2796593384828,7.7220077220077,8.0602006688963,6.6889632107023,6.5399345151934,6.5399345151934,6.6688896298766,7.563025210084,7.9016681299385,9.6339113680154,7.563025210084,8.0160320641282,5.9405940594059,5.9405940594059,7.168458781362,6.9775555297127,7.4101519081141,7.4101519081141,5.4545454545454,5.6625141562853,5.880975609756,,,,3.5087719298245,3.7295081967213,3.2362459546925,3.2362459546925,3.5495321071313,4.2307692307692,4.2307692307692,4.2307692307692,4.4904124942133,6.6696309470875,8.0267558528428,3.9292730844793,,6.8,6.8,6.9333333333333,6.7114093959731,,,7.3894804775734,4.8192771084337
"South Belt - Ellington","Houston","TX","Houston","Harris",,5.439330543933,6.6711140760507,5.2069425901201,5.414847161572,6.6711140760507,6.25,5.9811827956989,5.1383399209486,5.4090601757944,5.4090601757944,5.4437869822485,5.2659294365455,5.1477597712106,5.1477597712106,4.6862589356632,4.2408821034775,4.8426150121065,4.5454545454545,5.0062578222778,5.3377814845704,6.5333333333333,6.269592476489,5.0636116209886,5.3887605850654,6.1538461538461,6.253908692933,7.7634011090573,6.8725490196078,6.1363636363636,5.889281507656,6,5.7232704402515,5.9623430962343,5.2659294365455,5.5624777500889,5,4.251497005988,4.251497005988,3.6363636363636,4.004004004004,5.1094890510948,5.6,5.2910052910052,4.2449969678593,3.8728381264315,4.6363636363636,4.074074074074,5.2631578947368,5.2631578947368,3.338898163606,3.338898163606,4.2402826855123,3.75,3.5739814152966,3.5739814152966,5.114899925871,3.7096965152531
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",6.253908692933,6.6711140760507,6.2578222778473,6.7114093959731,7.6982294072363,8.8287227781047,9.6836668818592,8.8987764182424,8.3333333333333,8.3402835696413,7.9564489112227,8.3333333333333,8.3402835696413,7.1428571428571,7.5,7.1479628305932,6.9767441860465,6.949016165606,6.7484662576687,7.3170731707317,6.9013112491373,6.8965517241379,6.4557779212395,5.8858151854031,5.7646749144511,5.4102795311091,5.5555555555555,4.9773755656108,5.3887605850654,6.0036385688295,5.1282051282051,5.04,4.9366244162775,5.0071530758226,5.5586436909394,4.7641734159123,4.08,4.0032025620496,3.7777777777777,4.1666666666666,4.7619047619047,4.8076923076923,4.7664442326024,4.8414023372287,6.1068702290076,5.6244041944709,5.6603773584905,5.1413881748071,4.5454545454545,4.1701417848206,3.1269543464665,3.2688458972648,3.7837837837837,4.3378995433789,4.5588235294117,4.7647409172126,5.7175528873642,4.3777360850531
"Clear Lake","Houston","TX","Houston","Harris",,5.1871063356798,4.996690446422,5.2251809489768,6.0150375939849,6.2686567164179,6.191994996873,5.5555555555555,5.5944055944055,5.9294117647058,5.8858151854031,5.0776665516051,5.1396648044692,5,5.4054054054054,5.3030303030303,5.7142857142857,6.253908692933,5.5865921787709,5.2380952380952,5,4.7936507936507,4.3668122270742,4.4994375703037,5.1132213294375,3.7878787878787,4.18410041841,4.4927536231884,4.4927536231884,4.4875682231655,4.4600191143676,4.040404040404,4.6813990461049,4.9405878674171,5.2083333333333,4.9019607843137,4.0083507306889,4.6666666666666,4.0041067761806,3.8461538461538,4.2851673438133,4.2851673438133,4.3507972665148,3.8491147036181,4.3497172683775,4.3478260869565,3.8888888888888,4.1666666666666,4.1666666666666,4.4839666997976,3.6376864314296,3.7317468902109,3.5398230088495,4.4808564231738,4.8672566371681,5.0025012506253,4.5454545454545,3.3333333333333
"Northside-Northline","Houston","TX","Houston","Harris",,7.6086956521739,9.7560975609756,11.1234705228031,9.3333333333333,7.3333333333333,7.2916666666666,10.1680672268907,10.3846153846153,11.1111111111111,8.3798882681564,7.7519379844961,7.8771695594125,7.7519379844961,8.695652173913,9.090909090909,8.3333333333333,9.5238095238095,8.5470085470085,9.090909090909,8.5470085470085,7.7976817702845,7.6086956521739,7.9365079365079,8.7719298245614,7.9365079365079,7.6923076923076,6.6671111111111,6.8965517241379,7.5500770416024,6.9493521790341,7.5500770416024,8.4507042253521,8.7179487179487,10.4829210836277,11.3636363636363,7.4074074074074,7.4074074074074,10.1010101010101,6.7415730337078,6.7415730337078,7.6923076923076,7.1428571428571,6.6666666666666,7.2727272727272,7.2727272727272,8.3673469387755,8.5714285714285,11.5646258503401,13.0434782608695,,5.9523809523809,6.25,5.9523809523809,6.25,9.6774193548387,9.6774193548387,5.7706355003652
"Park Slope","New York","NY","New York","Kings",,3.9781893004115,5.4545454545454,5.4127198917456,5.4127198917456,5.0125313283208,4.5606229143492,6.6688896298766,5.6710775047258,6.08228980322,6.7289719626168,5.2687038988408,5.3333333333333,5.0125313283208,5.3333333333333,5.6710775047258,5.8055152394775,5.6710775047258,4.6511627906976,4.7664442326024,4.9523809523809,4.3701799485861,4.9523809523809,4.3701799485861,4.5217391304347,4.6224961479198,5.5454545454545,5.889281507656,5.5710306406685,5.0125313283208,5.1490514905149,6.5573770491803,5.1413881748071,3.8493723849372,4.7732696897374,5.1413881748071,,,7.1232876712328,6.6889632107023,6.6889632107023,5.8873002523128,5.5617352614015,6.269592476489,6.8965517241379,9.9733244414804,6.8965517241379,7.1785714285714,8.347245409015,6.2578222778473,6.145251396648,5.8181818181818,5.7471264367816,5.6981132075471,5.5555555555555,6,6,6
"Cedar Crest","Dallas","TX","Dallas-Fort Worth","Dallas",,20,21.505376344086,20.0803212851405,18.1818181818181,19.2592592592592,18.1983621474067,12.5,12.16,11.1993645750595,11.5555555555555,11.1111111111111,12.2448979591836,13.1578947368421,14.5454545454545,15.7894736842105,15.7142857142857,12.5,12.0125786163522,11.6268793823183,10.00100010001,12.2448979591836,10.3448275862068,10.5263157894736,12.8571428571428,16.7224080267558,19.047619047619,12.6394052044609,14.1304347826086,16.69449081803,13.2575757575757,11.1087652235754,13.2575757575757,15.7894736842105,14.1935483870967,20,20,14.2857142857142,12.8825757575757,10.4,8.3333333333333,13.3333333333333,11.2359550561797,12.0588235294117,10.3937007874015,9.7175141242937,11.9047619047619,11.1358574610244,11.9047619047619,14.7496617050067,,14.2857142857142,11.7647058823529,10.1694915254237,11.1111111111111,9.8425196850393,16.6110183639398,16.6110183639398
